City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
277,sorong,-0.8833,131.25,29.05,73,68,3.75,ID,1707614061
278,jackson,42.4165,-122.8345,12.23,61,0,0.89,US,1707614020
279,mount isa,-20.7333,139.5,33.87,43,13,2.57,AU,1707614061
280,sinan,34.8262,126.1086,6.02,62,19,7.0,KR,1707614061
281,taltal,-25.4,-70.4833,21.31,82,24,2.11,CL,1707614061
282,egilsstadir,65.2653,-14.3948,-3.05,86,75,2.57,IS,1707614062
283,dunedin,-45.8742,170.5036,14.33,54,100,2.68,NZ,1707614062
284,georgetown,5.4112,100.3354,27.96,65,20,3.09,MY,1707614062
285,kamloops,50.6665,-120.3192,1.99,79,100,3.09,CA,1707614062
286,belyy yar,53.6039,91.3903,-1.06,86,0,5.0,RU,1707614062
287,odienne,9.51,-7.5692,24.84,15,0,0.91,CI,1707614062
288,beloyarskiy,63.7119,66.6722,-26.67,97,86,2.68,RU,1707614062
289,liwale,-9.7667,37.9333,22.49,99,100,1.77,TZ,1707614062
290,tsiombe,-25.3,45.4833,24.43,91,1,1.73,MG,1707614063
291,torghay,49.6339,63.4981,-19.68,95,6,3.31,KZ,1707614063
292,saldanha,-33.0117,17.9442,17.95,80,0,6.15,ZA,1707614063
293,nishinoomote,30.7333,131.0,12.33,62,80,9.65,JP,1707614063
294,atafu village,-8.5421,-172.5159,27.46,85,100,8.77,TK,1707614063
295,acapulco de juarez,16.8634,-99.8901,26.9,74,20,6.69,MX,1707613821
296,lospalos,-8.5186,127.0025,27.39,75,93,5.78,TL,1707614063
297,al qubbah,32.7616,22.2424,11.97,38,100,11.27,LY,1707614063
298,lyantor,61.6195,72.1555,-21.7,96,95,6.69,RU,1707614064
299,colonia menno,-22.3667,-59.8167,25.98,80,100,5.32,PY,1707614064
300,mount gambier,-37.8333,140.7667,27.87,27,0,1.85,AU,1707614064
301,mejit,10.2753,170.8646,26.28,74,100,8.52,MH,1707614064
302,altpinar,39.2042,32.7478,5.92,77,100,2.73,TR,1707614064
303,aral,40.5156,81.2636,0.05,52,15,2.62,CN,1707614064
304,laguna larga,-31.7765,-63.801,25.22,74,22,2.86,AR,1707614064
305,mao,39.8885,4.2658,9.31,93,40,2.06,ES,1707613817
306,guatire,10.4762,-66.5427,22.97,96,41,1.54,VE,1707614064
307,kingston,17.997,-76.7936,24.56,82,88,0.45,JM,1707613792
308,guozhen,34.3659,107.359,5.11,49,0,0.49,CN,1707614065
309,sitka,57.0531,-135.33,6.94,76,100,4.63,US,1707614065
310,wanning,18.8003,110.3967,17.42,72,100,4.75,CN,1707614065
311,gadzhiyevo,69.2551,33.3362,-8.24,80,100,4.37,RU,1707614065
312,madalena,41.2162,-8.3345,9.14,90,100,1.67,PT,1707614065
313,sao joao da barra,-21.6403,-41.0511,24.07,87,12,3.16,BR,1707614065
314,alamogordo,32.8995,-105.9603,5.12,82,100,3.6,US,1707613854
315,lihue,21.9789,-159.3672,26.58,77,75,3.09,US,1707614065
316,tomakomai,42.6369,141.6033,-1.57,86,75,5.14,JP,1707614065
317,udachny,66.4167,112.4,-40.31,58,100,1.8,RU,1707614065
318,paracatu,-17.2222,-46.8747,20.31,97,100,1.37,BR,1707614066
319,port moresby,-9.4431,147.1797,29.68,70,40,2.57,PG,1707614066
320,port macquarie,-31.4333,152.9167,23.83,85,56,5.21,AU,1707613867
321,morondava,-20.2833,44.2833,27.48,82,100,2.49,MG,1707614066
322,kalampaka,39.7044,21.6269,10.1,79,100,2.42,GR,1707614066
323,shijiazhuang,38.0414,114.4786,3.43,47,5,3.31,CN,1707614066
324,talnakh,69.4865,88.3972,-28.64,87,95,1.72,RU,1707614066
325,acarau,-2.8856,-40.12,25.91,88,100,4.27,BR,1707614066
326,santo antonio do ica,-3.1022,-67.9397,24.86,96,100,0.89,BR,1707614066
327,itoman,26.1247,127.6694,18.94,51,40,7.72,JP,1707614066
328,hotaka,36.3396,137.8825,3.06,74,7,0.7,JP,1707614067
329,buckhannon,38.994,-80.232,14.09,84,75,1.54,US,1707614067
330,plettenberg bay,-34.0527,23.3716,14.38,80,100,1.3,ZA,1707614067
331,vanimo,-2.6741,141.3028,29.12,73,100,0.91,PG,1707614067
332,francistown,-21.17,27.5079,21.93,80,13,8.94,BW,1707614067
333,sao vicente,-23.9631,-46.3919,27.75,49,61,3.58,BR,1707613921
334,dalandzadgad,43.5708,104.425,-11.82,72,0,2.4,MN,1707614067
335,mossel bay,-34.1831,22.146,18.21,72,95,3.99,ZA,1707614067
336,extrema,-22.8547,-46.3183,18.91,87,92,1.81,BR,1707614067
337,buldana,20.5333,76.1833,17.89,56,0,0.94,IN,1707614068
338,le port,-20.9373,55.2919,24.98,78,81,3.39,RE,1707613845
339,nemuro,43.3236,145.575,-3.05,91,100,7.53,JP,1707614068
340,palikir - national government center,6.9248,158.1611,30.47,70,75,6.17,FM,1707614068
341,caala,-12.8525,15.5606,16.05,94,100,0.25,AO,1707614068
342,brisas de zicatela,15.8369,-97.0419,27.29,61,40,2.57,MX,1707614068
343,sibolga,1.7427,98.7792,25.65,79,17,1.84,ID,1707614068
344,alice springs,-23.7,133.8833,32.75,38,52,4.63,AU,1707613954
345,albufeira,37.0882,-8.2503,12.79,83,100,0.58,PT,1707614068
346,kupang,-10.1667,123.5833,28.32,89,75,1.54,ID,1707614068
347,afaahiti,-17.75,-149.2833,25.93,92,100,15.85,PF,1707614068
348,ta`u,-14.2336,-169.5144,28.54,81,100,6.27,AS,1707614069
349,carnarvon,-24.8667,113.6333,32.91,36,0,5.02,AU,1707614069
350,keflavik,64.0049,-22.5624,1.24,80,75,8.75,IS,1707614069
351,wiset chaichan,14.5945,100.3382,23.99,46,72,5.68,TH,1707614069
352,mwinilunga,-11.7358,24.4293,17.11,99,100,1.9,ZM,1707614069
353,xiongzhou,25.1167,114.3,11.17,60,0,1.29,CN,1707614069
354,saudarkrokur,65.7461,-19.6394,-7.7,85,100,2.86,IS,1707614069
355,celestun,20.8667,-90.4,23.47,83,11,4.22,MX,1707614069
356,valandovo,41.3169,22.5611,10.97,74,100,3.48,MK,1707614070
357,bhimunipatnam,17.8833,83.4333,22.73,86,8,2.77,IN,1707614070
358,dwarka,22.2394,68.9678,20.92,51,0,5.75,IN,1707614070
359,boyabat,41.4689,34.7667,9.48,68,100,0.33,TR,1707614070
360,timbuktu,16.7735,-3.0074,22.02,8,0,2.74,ML,1707614070
361,iskateley,67.6803,53.1512,-27.21,100,95,3.13,RU,1707614070
362,north haven,41.3909,-72.8595,11.57,88,100,0.45,US,1707614070
363,ushtobe,45.2514,77.9838,0.78,68,100,3.36,KZ,1707614070
364,at taj,24.2049,23.2857,13.01,25,0,3.37,LY,1707614070
365,selfoss,63.9331,-20.9971,-4.76,85,100,4.09,IS,1707614071
366,ar rutbah,33.0381,40.2848,8.79,76,2,2.7,IQ,1707614071
367,port hedland,-20.3167,118.5667,36.03,34,0,4.63,AU,1707614071
368,manokwari,-0.8667,134.0833,28.34,72,90,2.55,ID,1707614071
369,makurazaki,31.2667,130.3167,11.1,58,100,8.06,JP,1707614071
370,necochea,-38.5473,-58.7368,20.79,91,100,4.43,AR,1707614071
371,troisdorf,50.8167,7.1667,10.62,89,0,2.06,DE,1707614072
372,bodo,67.28,14.405,-5.13,68,20,6.69,NO,1707614072
373,chinde,26.8418,88.0763,3.17,47,0,2.04,NP,1707614072
374,machico,32.7,-16.7667,20.95,88,40,1.03,PT,1707614072
375,mogocha,53.7333,119.7667,-18.36,97,100,1.49,RU,1707614072
376,vilhena,-12.7406,-60.1458,22.22,96,100,0.98,BR,1707614072
377,kristiansund,63.1115,7.732,-4.64,58,75,2.57,NO,1707614072
378,martuk,50.7475,56.5056,-25.63,100,93,1.61,KZ,1707614072
379,altay,47.8667,88.1167,-2.82,87,100,1.2,CN,1707614073
380,tyumen,57.1522,65.5272,-17.95,84,0,4.0,RU,1707613881
381,itaituba,-4.2761,-55.9836,25.85,81,98,1.93,BR,1707614073
382,spalding,33.2668,-84.2833,16.02,92,100,0.0,US,1707614073
383,tarawa,1.419,172.984,30.05,79,75,4.63,KI,1707614073
384,nikolayevsk-on-amure,53.1406,140.73,-15.56,86,33,0.95,RU,1707614073
385,fernandopolis,-20.2839,-50.2464,24.8,51,5,3.86,BR,1707614073
386,datong,40.0936,113.2914,-10.06,88,33,0.7,CN,1707614073
387,cardigan,52.0847,-4.6591,9.94,90,99,2.73,GB,1707614073
388,south hedland,-20.4089,118.5983,35.96,34,0,4.63,AU,1707614073
389,ciudad tula,23.0,-99.7167,21.55,36,100,2.15,MX,1707614073
390,hutchinson,38.0608,-97.9298,2.55,79,100,4.12,US,1707613939
391,zhouzhuang,31.1161,120.8451,8.97,72,0,2.95,CN,1707614074
392,al hufuf,25.3646,49.5653,15.19,72,0,3.6,SA,1707614074
393,boca suno,-0.7167,-77.1333,23.44,96,9,0.9,EC,1707613823
394,nur-sultan,51.1801,71.446,-17.03,92,40,4.0,KZ,1707614074
395,likasi,-10.9814,26.7333,17.19,96,100,1.21,CD,1707614074
396,sao felix do xingu,-6.6447,-51.995,22.07,99,100,1.01,BR,1707614074
397,williamston,35.8546,-77.0555,19.95,79,100,3.11,US,1707613776
398,horta,38.5333,-28.6333,16.68,93,59,7.15,PT,1707614074
399,bayanhongor,46.7167,100.1167,-19.89,77,3,1.48,MN,1707614074
400,susuman,62.7833,148.1667,-28.9,98,100,0.89,RU,1707614074
401,puerto ayacucho,5.6639,-67.6236,29.35,57,61,1.54,VE,1707614075
402,tokoroa,-38.2333,175.8667,21.78,27,3,1.96,NZ,1707614075
403,morehead city,34.7229,-76.726,18.01,86,40,6.17,US,1707614043
404,al wajh,26.2455,36.4525,15.97,51,0,2.06,SA,1707614075
405,baruun-urt,46.6806,113.2792,-14.26,89,16,5.12,MN,1707614075
406,vel'sk,61.0701,42.0983,-23.56,100,99,1.61,RU,1707614075
407,richmond,37.5538,-77.4603,15.51,91,75,3.6,US,1707614075
408,siilinjarvi,63.0833,27.6667,-22.99,84,100,0.51,FI,1707614076
409,bengkulu,-3.8004,102.2655,23.93,89,100,1.19,ID,1707614076
410,tralee,52.2704,-9.7026,7.45,87,96,7.17,IE,1707614076
411,san fernando de apure,7.8878,-67.4724,29.44,50,45,1.89,VE,1707614076
412,souq larb'a al gharb,34.6866,-6.0027,13.38,91,99,1.48,MA,1707614076
413,orangeburg,33.4918,-80.8557,18.98,77,100,0.0,US,1707614076
414,marijampole,54.5667,23.35,-0.51,94,100,4.34,LT,1707614076
415,kotputli,27.7167,76.2,9.15,40,0,0.89,IN,1707614076
416,preobrazheniye,42.9019,133.9064,-3.98,49,100,1.67,RU,1707614076
417,khorixas,-20.3667,14.9667,26.39,56,100,2.92,NA,1707614077
418,kano,12.0001,8.5167,20.82,17,6,2.26,NG,1707613844
419,nagqu,31.5,92.0,-16.29,51,6,1.73,CN,1707614077
420,humen,22.819,113.6731,15.15,42,1,2.5,CN,1707614077
421,lambarene,-0.7001,10.2406,24.74,96,99,0.81,GA,1707614077
422,buncrana,55.1333,-7.45,4.8,91,76,2.74,IE,1707614077
423,zhezqazghan,47.7833,67.7667,-7.68,93,100,3.0,KZ,1707614077
424,usogorsk,63.4106,48.6872,-20.27,100,100,1.08,RU,1707614077
425,kudahuvadhoo,2.6708,72.8944,27.5,78,16,6.82,MV,1707614077
426,barabai,-2.5833,115.3833,24.26,98,100,0.31,ID,1707614077
427,bodaybo,57.8506,114.1933,-8.33,96,100,1.86,RU,1707614077
428,ambilobe,-13.2,49.05,23.48,96,100,0.86,MG,1707614078
429,pyhajarvi,67.0701,27.2176,-27.57,100,100,1.4,FI,1707614078
430,taoudenni,22.6783,-3.9836,23.36,10,100,3.21,ML,1707614078
431,laojunmiao,39.8333,97.7333,-4.96,26,7,1.11,CN,1707614078
432,san antonio de pale,-1.4014,5.6325,28.81,74,98,1.82,GQ,1707614078
433,falmouth,50.1544,-5.0711,9.5,87,100,8.23,GB,1707614078
434,ghat,24.9647,10.1728,18.57,13,34,3.96,LY,1707614078
435,morant bay,17.8815,-76.4093,24.28,72,31,5.35,JM,1707614078
436,antsohihy,-14.8796,47.9875,23.64,99,100,0.98,MG,1707614078
437,yorkton,51.2167,-102.4677,-8.09,73,100,1.03,CA,1707614078
438,barmer,25.75,71.3833,13.32,23,50,2.35,IN,1707614079
439,singkil,-7.9855,111.4161,27.01,80,96,1.54,ID,1707614079
440,san miguel de cauri,-10.1,-76.5833,8.0,88,100,2.86,PE,1707614079
441,rosetta,31.4044,30.4164,13.53,81,2,2.75,EG,1707614079
442,xai-xai,-25.0519,33.6442,25.5,67,55,8.37,MZ,1707614079
443,nar'yan-mar,67.6713,53.087,-27.16,100,93,3.13,RU,1707614079
444,portland,45.5234,-122.6762,11.53,75,40,2.57,US,1707614079
445,pacasmayo,-7.4006,-79.5714,25.32,78,98,5.81,PE,1707614079
446,tufanbeyli,38.2633,36.2206,1.93,94,69,1.13,TR,1707614080
447,victorica,-36.2151,-65.4359,24.28,56,4,1.0,AR,1707614080
448,camana,-16.6228,-72.7111,24.91,81,100,2.54,PE,1707614080
449,musoma,-1.5,33.8,20.47,84,5,2.73,TZ,1707614080
450,cidade velha,14.9167,-23.6167,22.26,73,0,5.66,CV,1707614080
451,burang,30.25,81.1667,-15.44,29,0,0.8,CN,1707614080
452,kolonia,50.9333,6.95,10.46,90,0,2.06,DE,1707614002
453,zaozersk,69.4005,32.4476,-11.3,81,100,2.17,RU,1707614080
454,peace river,56.2501,-117.286,-1.02,80,96,3.03,CA,1707614080
455,dul'durga,50.6761,113.5931,-9.34,77,100,1.79,RU,1707614080
456,mazagao,-0.115,-51.2894,28.03,97,95,1.63,BR,1707614080
457,nurota,40.5614,65.6886,10.39,41,100,3.6,UZ,1707614081
458,tres pontas,-21.3667,-45.5125,19.37,74,96,2.1,BR,1707614081
459,kalach,50.4258,41.0261,-4.22,96,100,6.1,RU,1707614081
460,francisco i. madero,29.7059,-107.8043,0.05,95,91,8.68,MX,1707614081
461,dara,15.3484,-15.4799,23.99,8,0,4.0,SN,1707614081
462,dryden,49.7833,-92.7503,-7.84,86,100,2.06,CA,1707614081
463,crane,31.3974,-102.3501,16.36,25,79,3.87,US,1707614081
464,yaren,-0.5472,166.916,28.71,74,100,3.91,NR,1707614081
465,nova vicosa,-17.8919,-39.3719,25.48,84,97,3.26,BR,1707614082
466,rovaniemi,66.5,25.7167,-20.33,84,100,1.54,FI,1707614082
467,prado,-17.3411,-39.2208,25.46,86,94,2.48,BR,1707614082
468,yenisehir,40.2644,29.6531,10.03,71,0,2.06,TR,1707614082
469,urucui,-7.2294,-44.5561,22.73,95,100,0.89,BR,1707613898
470,san ignacio,17.1561,-89.0714,25.08,78,0,0.0,BZ,1707614082
471,talara,-4.5772,-81.2719,26.42,83,40,5.66,PE,1707614082
472,eforie sud,44.0229,28.6494,12.67,68,100,6.46,RO,1707614082
473,portoferraio,42.8115,10.3146,12.51,88,100,7.13,IT,1707614082
474,naxos,37.1056,25.3764,16.84,77,100,4.92,GR,1707614082
475,valdivia,-39.8142,-73.2459,13.19,92,6,0.48,CL,1707613946
476,benque viejo el carmen,17.075,-89.1392,25.01,78,0,0.0,BZ,1707614082
477,mhamid,29.82,-5.72,17.18,33,76,2.99,MA,1707614082
478,rawson,-43.3002,-65.1023,22.04,56,100,5.78,AR,1707614083
479,chibougamau,49.9168,-74.3659,-0.21,86,100,2.57,CA,1707614083
480,sibay,52.7181,58.6658,-22.1,94,5,2.24,RU,1707614083
481,lethem,3.3803,-59.7968,29.39,53,10,4.75,GY,1707614083
482,goz beida,13.95,20.55,21.82,13,0,2.38,TD,1707614083
483,katpur,21.05,71.7833,19.48,34,0,5.23,IN,1707614083
484,pochinki,54.6988,44.8668,-22.87,100,100,1.14,RU,1707614083
485,el nido,11.1858,119.3956,26.69,75,16,5.12,PH,1707614083
486,thunder bay,48.4001,-89.3168,-5.02,79,62,3.52,CA,1707614083
487,fort stockton,30.894,-102.8793,18.75,21,0,0.0,US,1707614083
488,kuching,1.55,110.3333,28.4,93,40,2.68,MY,1707614012
489,katsina-ala,7.1667,9.2833,25.09,21,11,1.98,NG,1707614084
490,al burayqah,30.4062,19.5739,17.85,36,100,7.23,LY,1707614084
491,prince george,53.9166,-122.753,0.14,89,100,5.66,CA,1707614013
492,vila franca do campo,37.7167,-25.4333,18.27,99,100,8.11,PT,1707614084
493,sangmelima,2.9333,11.9833,21.02,84,99,0.74,CM,1707614084
494,kati,12.7441,-8.0726,22.67,12,0,0.94,ML,1707614084
495,mae hong son,19.3003,97.9685,19.4,63,80,0.22,TH,1707614084
496,hithadhoo,-0.6,73.0833,28.11,75,89,4.52,MV,1707614084
497,rampur,28.8167,79.0333,9.99,58,0,2.24,IN,1707614084
498,beyneu,45.3167,55.2,1.44,81,100,4.32,KZ,1707614084
499,novyy urengoy,66.0833,76.6333,-19.38,97,100,5.39,RU,1707614084
500,mexico,15.0646,120.7198,26.75,55,0,4.57,PH,1707613783
501,papao,-17.75,-149.55,26.82,92,100,14.18,PF,1707614085
502,as sulayyil,20.4607,45.5779,19.14,48,0,2.12,SA,1707614085
503,dambulla,7.86,80.6517,21.01,81,97,2.68,LK,1707614085
504,plymouth,41.8334,-70.8328,12.03,83,20,1.54,US,1707614085
505,vernon,50.2581,-119.2691,2.09,73,97,0.51,CA,1707614085
506,sao gabriel da cachoeira,-0.1303,-67.0892,25.54,85,62,0.87,BR,1707614085
507,kibaya,-5.3,36.5667,15.5,97,15,0.78,TZ,1707614085
508,lubang,13.8584,120.124,26.22,66,5,11.73,PH,1707614085
509,ulsteinvik,62.3432,5.8487,-1.49,58,100,2.24,NO,1707614085
510,yeppoon,-23.1333,150.7333,29.88,44,5,5.39,AU,1707614085
511,toccoa,34.5773,-83.3324,15.64,92,100,3.09,US,1707614085
512,belmonte,-15.8631,-38.8828,25.48,86,100,2.23,BR,1707614085
513,kununurra,-15.7667,128.7333,27.99,83,75,2.06,AU,1707614086
514,joacaba,-27.1781,-51.5047,22.71,72,81,1.56,BR,1707614086
515,jindabyne,-36.4167,148.6333,21.99,56,0,0.45,AU,1707614086
516,nandura buzurg,20.8333,76.45,19.84,57,0,1.21,IN,1707614086
517,antofagasta,-23.65,-70.4,21.52,80,100,2.08,CL,1707613968
518,tual,-5.6667,132.75,28.86,76,100,5.58,ID,1707614086
519,pelabuhanratu,-6.9875,106.5514,27.39,77,95,0.75,ID,1707614086
520,northam,51.0333,-4.2167,9.81,97,100,7.21,GB,1707614086
521,touros,-5.1989,-35.4608,27.94,81,100,9.16,BR,1707614086
522,harstad,68.799,16.5293,-1.58,93,54,8.49,NO,1707614086
523,awjilah,29.1081,21.2869,15.29,22,100,5.37,LY,1707614087
524,mirny,62.5353,113.9611,-27.81,97,100,5.35,RU,1707614087
525,sydney mines,46.2367,-60.2177,2.22,91,100,2.68,CA,1707614087
526,vallenar,-28.5708,-70.7581,22.55,68,0,1.2,CL,1707614087
527,upata,8.0086,-62.3989,26.22,73,6,3.24,VE,1707614087
528,kourou,5.1552,-52.6478,27.03,84,17,3.07,GF,1707614087
529,idrinskoye,54.3708,92.1358,-7.25,82,100,4.0,RU,1707614087
530,afif,23.9065,42.9172,13.41,45,0,5.29,SA,1707614087
531,wynne,35.2245,-90.7868,7.44,93,100,3.78,US,1707613906
532,illizi,26.4833,8.4667,19.47,9,100,3.28,DZ,1707614087
533,mahibadhoo,3.7833,72.9667,27.71,77,0,6.91,MV,1707614087
534,atar,20.5169,-13.0499,22.65,45,0,3.13,MR,1707614088
535,phnom penh,11.5625,104.916,24.95,65,20,5.66,KH,1707614025
536,lagoa,39.05,-27.9833,16.51,83,25,11.31,PT,1707614088
537,pariaman,-0.619,100.12,26.03,72,22,1.45,ID,1707614088
538,vung tau,10.346,107.0843,25.32,70,3,6.9,VN,1707614088
539,craig,40.5153,-107.5464,-6.03,73,0,2.06,US,1707613924
540,souillac,-20.5167,57.5167,26.21,83,75,2.57,MU,1707614088
541,korla,41.7597,86.1469,1.94,32,24,3.26,CN,1707614088
542,shahapur,19.45,73.3333,18.74,37,0,1.44,IN,1707614088
543,mpanda,-6.3655,31.0409,18.9,96,100,1.17,TZ,1707614088
544,port saint john's,-31.6229,29.5448,18.09,86,44,1.57,ZA,1707614088
545,ozu,33.5,132.55,6.21,67,88,5.05,JP,1707614088
546,nizhnesortymskiy,62.4397,71.7603,-21.55,96,100,7.0,RU,1707614088
547,zhanaozen,43.3,52.8,6.94,78,20,1.73,KZ,1707614089
548,pudozh,61.8099,36.5345,-22.25,100,64,1.34,RU,1707614089
549,malaya purga,56.5567,53.0043,-21.41,100,100,3.06,RU,1707614089
550,puerto madero,14.7208,-92.4215,25.11,78,20,1.03,MX,1707614089
551,dolbeau-mistassini,48.8763,-72.212,2.26,95,100,1.9,CA,1707614089
552,jinchang,38.4953,102.1739,-0.4,34,8,4.23,CN,1707614089
553,khandyga,62.6667,135.6,-38.99,97,65,0.73,RU,1707614090
554,valparaiso,-33.0393,-71.6273,17.8,77,0,4.12,CL,1707614090
555,matelandia,-25.2408,-53.9964,23.07,78,100,1.21,BR,1707614090
